rnn_type,lr,num_layers,hidden_size,dropout,optimizer,loss,acc,f1,training_time
rnn,0.0001,2,400,0.5,adam,0.8718494943210057,0.680045871559633,0.6172839506172839,190.43860602378845
rnn,0.0001,2,400,0.5,rmsprop,0.7588869205542973,0.661697247706422,0.556390977443609,159.1967453956604
rnn,0.0001,2,400,0.5,sgd,0.6941222144024712,0.5091743119266054,0.0,106.40464425086977
rnn,0.0001,2,400,0.8,adam,0.945772712784154,0.6513761467889908,0.5891891891891892,182.6914174556732
rnn,0.0001,2,400,0.8,rmsprop,0.9932536387017796,0.6938073394495413,0.635743519781719,138.78335785865784
rnn,0.0001,2,400,0.8,sgd,0.6935981724943433,0.5091743119266054,0.0,100.46104550361632
rnn,0.0001,3,150,0.2,adam,1.293541913053819,0.6880733944954128,0.6201117318435754,155.35316801071167
rnn,0.0001,3,150,0.2,rmsprop,1.1571081003972463,0.7110091743119266,0.6949152542372882,111.3972315788269
rnn,0.0001,3,150,0.2,sgd,0.6934388684374946,0.5091743119266054,0.0,78.03752613067627
rnn,0.0001,3,150,0.5,adam,0.9521418644913604,0.7098623853211009,0.6649006622516557,156.77280020713806
rnn,0.0001,3,150,0.5,rmsprop,1.4192189946770668,0.6651376146788991,0.5875706214689266,121.06799149513245
rnn,0.0001,3,150,0.5,sgd,0.6933881363698414,0.5091743119266054,0.0,83.24145007133484
rnn,0.0001,3,150,0.8,adam,0.9328950584999152,0.6961009174311926,0.6394557823129252,172.80615973472595
rnn,0.0001,3,150,0.8,rmsprop,1.054735284830843,0.6834862385321101,0.639686684073107,114.868567943573
rnn,0.0001,3,150,0.8,sgd,0.6930867518697467,0.5091743119266054,0.0,80.38100457191467
rnn,0.0001,3,200,0.2,adam,1.283943893654006,0.7029816513761468,0.6578599735799208,162.0140254497528
rnn,0.0001,3,200,0.2,rmsprop,1.2131181093198913,0.6995412844036697,0.6552631578947369,125.56536483764648
rnn,0.0001,3,200,0.2,sgd,0.6943623125553131,0.5091743119266054,0.0,89.84041857719421
rnn,0.0001,3,200,0.5,adam,1.2643988191017084,0.716743119266055,0.6630286493860846,169.9173035621643
rnn,0.0001,3,200,0.5,rmsprop,1.2721695261342183,0.7052752293577982,0.6631716906946264,130.3021821975708
rnn,0.0001,3,200,0.5,sgd,0.6931333179984774,0.5091743119266054,0.0,95.70977997779846
rnn,0.0001,3,200,0.8,adam,0.9947418602449554,0.7282110091743119,0.7099143206854345,173.82533764839172
rnn,0.0001,3,200,0.8,rmsprop,1.1281323140220982,0.6961009174311926,0.6197991391678622,125.397780418396
rnn,0.0001,3,200,0.8,sgd,0.6931361939225879,0.5091743119266054,0.0,93.4599425792694
rnn,0.0001,3,400,0.2,adam,1.3396267582263266,0.7236238532110092,0.6849673202614379,207.787034034729
rnn,0.0001,3,400,0.2,rmsprop,1.2362737112811633,0.6995412844036697,0.6649616368286445,170.98731565475464
rnn,0.0001,3,400,0.2,sgd,0.694466131074088,0.5091743119266054,0.0,137.9993531703949
rnn,0.0001,3,400,0.5,adam,1.459764958492347,0.6834862385321101,0.628032345013477,225.1687104701996
rnn,0.0001,3,400,0.5,rmsprop,1.475077360868454,0.6915137614678899,0.6446499339498019,181.6277086734772
rnn,0.0001,3,400,0.5,sgd,0.69304102233478,0.5091743119266054,0.0,134.703871011734
rnn,0.0001,3,400,0.8,adam,1.540392683552844,0.6857798165137615,0.6215469613259669,217.90286684036252
rnn,0.0001,3,400,0.8,rmsprop,1.2747922502458096,0.7190366972477065,0.6601941747572816,181.88866114616397
rnn,0.0001,3,400,0.8,sgd,0.6931424375091281,0.5091743119266054,0.0,134.22982811927795
rnn,0.0001,4,150,0.2,adam,1.3691187277436256,0.7201834862385321,0.695,187.73493766784668
rnn,0.0001,4,150,0.2,rmsprop,1.345325544476509,0.7178899082568807,0.6728723404255319,134.4916250705719
rnn,0.0001,4,150,0.2,sgd,0.6943021033491407,0.5091743119266054,0.0,101.45630764961244
rnn,0.0001,4,150,0.5,adam,1.3304914395724023,0.7018348623853211,0.6578947368421053,175.34209656715393
rnn,0.0001,4,150,0.5,rmsprop,1.520464434155396,0.7041284403669725,0.6614173228346457,152.41096472740173
rnn,0.0001,4,150,0.5,sgd,0.6939018666744232,0.5091743119266054,0.0,106.1025686264038
rnn,0.0001,4,150,0.8,adam,1.2987408052597726,0.7087155963302753,0.6462395543175488,182.5000398159027
rnn,0.0001,4,150,0.8,rmsprop,1.0952971268977438,0.7144495412844036,0.6795366795366795,131.78174257278442
rnn,0.0001,4,150,0.8,sgd,0.6933525396244866,0.5091743119266054,0.0,96.85640621185304
rnn,0.0001,4,200,0.2,adam,1.309049064559596,0.7178899082568807,0.6666666666666666,209.14775562286377
rnn,0.0001,4,200,0.2,rmsprop,1.5066799542733602,0.7006880733944955,0.6429548563611491,147.44993352890015
rnn,0.0001,4,200,0.2,sgd,0.693799593618938,0.5091743119266054,0.0,111.69670987129211
rnn,0.0001,4,200,0.5,adam,1.1876891276666095,0.7305045871559633,0.6879150066401063,183.2220458984375
rnn,0.0001,4,200,0.5,rmsprop,1.3977244985955102,0.7190366972477065,0.6964064436183395,143.5159764289856
rnn,0.0001,4,200,0.5,sgd,0.6932864508458546,0.5091743119266054,0.0,109.70077776908876
rnn,0.0001,4,200,0.8,adam,1.527997036065374,0.6995412844036697,0.6440217391304348,178.0981101989746
rnn,0.0001,4,200,0.8,rmsprop,1.4865386166742869,0.7121559633027523,0.6639892904953146,143.6343698501587
rnn,0.0001,4,200,0.8,sgd,0.6931099976812091,0.5091743119266054,0.0,107.14581680297852
rnn,0.0001,4,400,0.2,adam,1.4156072118452616,0.731651376146789,0.6871657754010695,240.456298828125
rnn,0.0001,4,400,0.2,rmsprop,1.4733610195772988,0.7029816513761468,0.6920332936979786,192.0985565185547
rnn,0.0001,4,400,0.2,sgd,0.6935379824468068,0.5091743119266054,0.0,160.544846534729
rnn,0.0001,4,400,0.5,adam,1.3005517795681951,0.716743119266055,0.6804657179818887,285.15736722946167
rnn,0.0001,4,400,0.5,rmsprop,1.6434192955493927,0.6869266055045872,0.6440677966101694,234.3566493988037
rnn,0.0001,4,400,0.5,sgd,0.693267360329628,0.5091743119266054,0.0,181.104665517807
rnn,0.0001,4,400,0.8,adam,1.3602386808821134,0.7362385321100917,0.6973684210526315,269.52647638320923
rnn,0.0001,4,400,0.8,rmsprop,1.3373821622559003,0.7396788990825688,0.7086007702182285,8959.228395462036
rnn,0.0001,4,400,0.8,sgd,0.6936772976602826,0.5091743119266054,0.0,190.02192902565
rnn,1e-05,2,150,0.2,adam,0.846760630607605,0.6788990825688074,0.6373056994818653,147.94633388519287
rnn,1e-05,2,150,0.2,rmsprop,0.8094837319638047,0.6938073394495413,0.635743519781719,109.08422446250916
rnn,1e-05,2,150,0.2,sgd,0.6929863393306732,0.5091743119266054,0.0,77.58049201965332
rnn,1e-05,2,150,0.5,adam,0.6946624261992318,0.5091743119266054,0.0,148.52301335334778
rnn,1e-05,2,150,0.5,rmsprop,0.6834351995161602,0.7098623853211009,0.6933333333333334,110.23669576644896
rnn,1e-05,2,150,0.5,sgd,0.6933685072830745,0.5091743119266054,0.0,75.00795984268188
rnn,1e-05,2,150,0.8,adam,0.6950662497963224,0.5091743119266054,0.0,148.60543513298035
rnn,1e-05,2,150,0.8,rmsprop,0.6942899716751916,0.5091743119266054,0.0,116.022931098938
rnn,1e-05,2,150,0.8,sgd,0.6940588589225497,0.5091743119266054,0.0,86.62374329566956
rnn,1e-05,2,200,0.2,adam,1.0729006103106908,0.7385321100917431,0.7199017199017199,166.90429186820984
rnn,1e-05,2,200,0.2,rmsprop,1.2152601278253965,0.698394495412844,0.6623876765083441,124.93328142166138
rnn,1e-05,2,200,0.2,sgd,0.6931220910378865,0.5091743119266054,0.0,83.80335664749146
rnn,1e-05,2,200,0.5,adam,0.8972742006714854,0.716743119266055,0.6845466155810983,174.4569330215454
rnn,1e-05,2,200,0.5,rmsprop,1.0017491004296712,0.7190366972477065,0.6918238993710691,117.25170063972472
rnn,1e-05,2,200,0.5,sgd,0.6930771874529975,0.5091743119266054,0.0,80.6113383769989
rnn,1e-05,2,200,0.8,adam,0.6947422389473233,0.5091743119266054,0.0,154.18996596336365
rnn,1e-05,2,200,0.8,rmsprop,0.6934323821749006,0.5091743119266054,0.0,115.20103406906128
rnn,1e-05,2,200,0.8,sgd,0.6931321088756833,0.5091743119266054,0.0,78.97916507720947
rnn,1e-05,2,400,0.2,adam,1.6625248715281489,0.713302752293578,0.6657754010695187,182.9246609210968
rnn,1e-05,2,400,0.2,rmsprop,1.7041504883340426,0.7052752293577982,0.6425591098748261,162.1913139820099
rnn,1e-05,2,400,0.2,sgd,0.6932092883757183,0.5091743119266054,0.0,129.16398239135742
rnn,1e-05,2,400,0.5,adam,1.4398223289421626,0.7270642201834863,0.6909090909090909,208.72989106178284
rnn,1e-05,2,400,0.5,rmsprop,1.428316850747381,0.7270642201834863,0.6948717948717948,157.6120355129242
rnn,1e-05,2,400,0.5,sgd,0.6928563735314778,0.5091743119266054,0.0,127.20108246803284
rnn,1e-05,2,400,0.8,adam,1.4276350438594818,0.7305045871559633,0.695201037613489,208.7743923664093
rnn,1e-05,2,400,0.8,rmsprop,1.4756956292050225,0.7201834862385321,0.680628272251309,172.69512248039246
rnn,1e-05,2,400,0.8,sgd,0.6932518397058759,0.5091743119266054,0.0,114.62625980377196
rnn,1e-05,3,150,0.2,adam,1.0474701549059575,0.7327981651376146,0.7046894803548795,168.28540182113647
rnn,1e-05,3,150,0.2,rmsprop,0.9122981780341692,0.7305045871559633,0.7165259348612787,136.7386326789856
rnn,1e-05,3,150,0.2,sgd,0.6937387926237923,0.5091743119266054,0.0,90.07184910774231
rnn,1e-05,3,150,0.5,adam,0.6938787549734116,0.5091743119266054,0.0,169.97708702087402
rnn,1e-05,3,150,0.5,rmsprop,0.7152033171483448,0.6364678899082569,0.543884892086331,126.27043414115906
rnn,1e-05,3,150,0.5,sgd,0.6937696763447353,0.5091743119266054,0.0,91.80474591255188
rnn,1e-05,3,150,0.8,adam,0.6938123319830213,0.5091743119266054,0.0,169.30886459350586
rnn,1e-05,3,150,0.8,rmsprop,0.6948901351009097,0.5091743119266054,0.0,127.22054290771484
rnn,1e-05,3,150,0.8,sgd,0.6933325465236392,0.5091743119266054,0.0,91.55803322792052
rnn,1e-05,3,200,0.2,adam,1.3676085025072098,0.7144495412844036,0.6675567423230975,182.2467179298401
rnn,1e-05,3,200,0.2,rmsprop,1.3743505712066375,0.7236238532110092,0.6849673202614379,136.82650089263916
rnn,1e-05,3,200,0.2,sgd,0.6932138055562973,0.5091743119266054,0.0,91.7719886302948
rnn,1e-05,3,200,0.5,adam,1.0570127091237478,0.7293577981651376,0.705,176.9656012058258
rnn,1e-05,3,200,0.5,rmsprop,1.0597878811614854,0.7052752293577982,0.6799501867995019,130.34637784957886
rnn,1e-05,3,200,0.5,sgd,0.6929926318781716,0.5091743119266054,0.0,94.02278923988342
rnn,1e-05,3,200,0.8,adam,0.6947608675275531,0.5091743119266054,0.0,176.2796607017517
rnn,1e-05,3,200,0.8,rmsprop,0.6945144959858486,0.5091743119266054,0.0,139.02010488510132
rnn,1e-05,3,200,0.8,sgd,0.6934559536831719,0.5091743119266054,0.0,94.22257781028748
rnn,1e-05,3,400,0.2,adam,1.5799924667392458,0.7224770642201835,0.6832460732984293,218.44358611106875
rnn,1e-05,3,400,0.2,rmsprop,1.7351740832839693,0.7224770642201835,0.6738544474393531,175.20595145225525
rnn,1e-05,3,400,0.2,sgd,0.6939189029591424,0.5091743119266054,0.0,132.51640605926514
rnn,1e-05,3,400,0.5,adam,1.5775761331564613,0.7201834862385321,0.6855670103092784,204.33069729804996
rnn,1e-05,3,400,0.5,rmsprop,1.5094754589455468,0.7282110091743119,0.6918075422626788,160.40728950500488
rnn,1e-05,3,400,0.5,sgd,0.6931314787694386,0.5091743119266054,0.0,122.40949630737305
rnn,1e-05,3,400,0.8,adam,0.6917437144688198,0.5091743119266054,0.0,199.78360247612
rnn,1e-05,3,400,0.8,rmsprop,1.2815441521150726,0.7454128440366973,0.7318840579710145,160.0140573978424
rnn,1e-05,3,400,0.8,sgd,0.6927529530865806,0.5091743119266054,0.0,122.93825840950012
rnn,1e-05,4,150,0.2,adam,1.1977480543511254,0.7190366972477065,0.6894803548795945,162.87046718597412
rnn,1e-05,4,150,0.2,rmsprop,1.251587783119508,0.7087155963302753,0.6539509536784741,123.26434779167175
rnn,1e-05,4,150,0.2,sgd,0.6939455015318734,0.5091743119266054,0.0,89.88766264915466
rnn,1e-05,4,150,0.5,adam,0.6917281108243125,0.5091743119266054,0.0,163.2389235496521
rnn,1e-05,4,150,0.5,rmsprop,0.6957465261220932,0.5091743119266054,0.0,123.29329586029051
rnn,1e-05,4,150,0.5,sgd,0.6933409529072898,0.5091743119266054,0.0,89.83580875396729
rnn,1e-05,4,150,0.8,adam,0.6940504546676364,0.5091743119266054,0.0,163.4352240562439
rnn,1e-05,4,150,0.8,rmsprop,0.6942686651434217,0.5091743119266054,0.0,123.31675410270692
rnn,1e-05,4,150,0.8,sgd,0.6932190103190286,0.5091743119266054,0.0,89.94488549232483
rnn,1e-05,4,200,0.2,adam,1.4141928276845388,0.716743119266055,0.6779661016949152,171.5310423374176
rnn,1e-05,4,200,0.2,rmsprop,1.4808086901903152,0.7236238532110092,0.6849673202614379,132.1688528060913
rnn,1e-05,4,200,0.2,sgd,0.6934295211519513,0.5091743119266054,0.0,97.88275122642516
rnn,1e-05,4,200,0.5,adam,0.9929836403046336,0.6903669724770642,0.6186440677966102,171.7964746952057
rnn,1e-05,4,200,0.5,rmsprop,1.1460513227752276,0.6995412844036697,0.6666666666666666,132.21605277061462
rnn,1e-05,4,200,0.5,sgd,0.69321323292596,0.5091743119266054,0.0,97.99038696289062
rnn,1e-05,4,200,0.8,adam,0.6939888702971595,0.5091743119266054,0.0,172.10088920593262
rnn,1e-05,4,200,0.8,rmsprop,0.694440273301942,0.5091743119266054,0.0,132.12297439575195
rnn,1e-05,4,200,0.8,sgd,0.6934394602264676,0.5091743119266054,0.0,97.94130730628969
rnn,1e-05,4,400,0.2,adam,1.7259085093225752,0.6926605504587156,0.6358695652173914,228.7903001308441
rnn,1e-05,4,400,0.2,rmsprop,1.4844026608126504,0.7259174311926605,0.6978508217446271,186.23600959777832
rnn,1e-05,4,400,0.2,sgd,0.6931176270757403,0.5091743119266054,0.0,148.14188981056213
rnn,1e-05,4,400,0.5,adam,1.501040673681668,0.7293577981651376,0.6935064935064935,230.5705337524414
rnn,1e-05,4,400,0.5,rmsprop,1.6503141820430756,0.7098623853211009,0.6576454668470907,186.43023657798767
rnn,1e-05,4,400,0.5,sgd,0.6932696146624429,0.5091743119266054,0.0,149.49290871620178
rnn,1e-05,4,400,0.8,adam,0.6943452081509999,0.5091743119266054,0.0,230.09089612960813
rnn,1e-05,4,400,0.8,rmsprop,0.6944201503481183,0.5091743119266054,0.0,185.8245840072632
rnn,1e-05,4,400,0.8,sgd,0.6935938426426479,0.5091743119266054,0.0,149.29852604866028
gru,0.001,2,150,0.2,adam,1.5360645577311516,0.7213302752293578,0.6720647773279352,178.22709393501282
gru,0.001,2,150,0.2,rmsprop,1.9564004902328764,0.7637614678899083,0.7412060301507538,139.54977655410767
gru,0.001,2,150,0.2,sgd,0.6945414074829647,0.5091743119266054,0.0,105.39434742927553
gru,0.001,2,150,0.5,adam,2.763229902301516,0.7465596330275229,0.7274969173859432,178.44609022140503
gru,0.001,2,150,0.5,rmsprop,2.7081745777811324,0.7614678899082569,0.7386934673366834,139.64677667617798
gru,0.001,2,150,0.5,sgd,0.6937198021582195,0.5091743119266054,0.0,105.34639525413512
gru,0.001,2,150,0.8,adam,2.015950682351624,0.7614678899082569,0.7511961722488039,178.1757357120514
gru,0.001,2,150,0.8,rmsprop,2.418487033673695,0.7660550458715596,0.7518248175182481,139.6317160129547
gru,0.001,2,150,0.8,sgd,0.6944108669246946,0.5091743119266054,0.0,105.47168231010436
gru,0.001,2,200,0.2,adam,2.645854204893112,0.7568807339449541,0.7260981912144703,189.59110927581787
gru,0.001,2,200,0.2,rmsprop,3.350508327995028,0.7477064220183486,0.7263681592039801,152.5214967727661
gru,0.001,2,200,0.2,sgd,0.6932933075087411,0.5091743119266054,0.0,116.90278553962708
gru,0.001,2,200,0.5,adam,3.081821929131235,0.7591743119266054,0.7341772151898734,189.89750146865845
gru,0.001,2,200,0.5,rmsprop,2.7501705523048128,0.7511467889908257,0.7277289836888331,152.2835714817047
gru,0.001,2,200,0.5,sgd,0.6937668302229473,0.5091743119266054,0.0,116.4837727546692
gru,0.001,2,200,0.8,adam,2.493771257145064,0.768348623853211,0.7688787185354691,189.7061452865601
gru,0.001,2,200,0.8,rmsprop,2.756957728850141,0.7637614678899083,0.7674943566591422,152.14119148254397
gru,0.001,2,200,0.8,sgd,0.6940010275159564,0.5091743119266054,0.0,117.94968223571776
gru,0.001,2,400,0.2,adam,3.1242247692176277,0.75,0.7301980198019802,310.1820993423462
gru,0.001,2,400,0.2,rmsprop,3.895018381731851,0.7580275229357798,0.7404674046740467,283.1189136505127
